id,fullname,address,phone_number,email,workplace,birthdate,registration_date,gender,income,expenses,credit,deposit
77,Майя Андреевна Гришина,"с. Александровск-Сахалинский, бул. Кооперативный, д. 86 к. 9/9, 629718 - Updated",+71065366862,demjan_35@yandex.ru,"г. Куртамыш, ш. Зои Космодемьянской, д. 57 стр. 108, 482900 - New",1988-05-24,2014-07-29,F,173277.5,84042,1.0,1.0
1062,New Customer 1062,Hyderabad,9791782741,newcustomer1062@example.com,New Company,1995-01-01,2026-01-03,Male,83633.0,27283,27307.0,17702.0
1055,New Customer 1055,Hyderabad,9705016082,newcustomer1055@example.com,New Company,1995-01-01,2026-01-03,Female,77436.0,48649,19475.0,15653.0
946,Вера Евгеньевна Павлова,"к. Двинской, пер. Демьяна Бедного, д. 55 стр. 99, 631261 - Updated",+73982493160,pavlovkirill@yandex.ru,"клх Радужный, алл. Шмидта, д. 3, 015229 - New",1971-08-24,2018-07-07,F,,81017,,
1090,New Customer 1090,Hyderabad,9579841148,newcustomer1090@example.com,New Company,1995-01-01,2026-01-03,Female,97219.0,14549,82279.0,32732.0
965,Герасимов Никон Валентинович,"г. Нарым, наб. Маркса, д. 35 стр. 6/1, 952801 - Updated",8 (601) 738-3033,radislav_18@hotmail.com,"д. Катайск, пр. Металлистов, д. 26, 198279 - New",1971-11-16,2018-10-13,M,235585.9,91720,1.0,
494,Фаина Романовна Филатова,"г. Дивногорск, бул. Горняцкий, д. 71, 707236 - Updated",8 (832) 827-14-69,hignatova@hotmail.com,"клх Урюпинск, пр. Курортный, д. 9 к. 5/6, 617947 - New",1963-12-06,2018-05-24,F,182480.1,73691,1.0,1.0
873,Белов Милован Артёмович,"п. Челюскин, бул. Декабристов, д. 96, 786032 - Updated",+7 672 586 3759,matve01@yahoo.com,"клх Великие Луки, ул. Вавилова, д. 7/1, 274328 - New",1962-12-22,2018-04-19,M,254732.5,79489,1.0,
13,Зимин Кирилл Исидорович,"клх Кежма, ш. Герцена, д. 256 к. 4, 841692 - Updated",81105600267,merkushevemeljan@gmail.com,"ст. Иркутск, бул. Амурский, д. 2 стр. 75, 702390 - New",1991-01-03,2019-06-10,M,,79226,,
1080,New Customer 1080,Hyderabad,9957609454,newcustomer1080@example.com,New Company,1995-01-01,2026-01-03,Female,98118.0,47328,73813.0,41031.0
110,Касьян Эдгардович Комиссаров,"с. Завьялиха, пр. Короленко, д. 2 к. 8, 839034 - Updated",86098247632,wpanfilova@gmail.com,"клх Североуральск, бул. Беляева, д. 212 к. 897, 062002 - New",1969-04-21,2017-05-03,M,,79114,,1.0
111,Аким Фролович Зимин,"п. Южноуральск, ш. Петровское, д. 777, 275739 - Updated",+7 (660) 136-7575,drozdovaangelina@mail.ru,"ст. Пушкино (Моск.), пр. Нижний, д. 970, 950056 - New",1979-11-20,2019-01-05,M,284940.7,79654,1.0,1.0
523,Ксения Вадимовна Архипова,"клх Старый Оскол, наб. Минская, д. 6 стр. 6/8, 368020 - Updated",+71171451951,ostapdementev@rambler.ru,"д. Горно-Алтайск, пер. Р.Люксембург, д. 12 стр. 3, 884748 - New",1966-01-07,2012-01-27,F,281033.5,102791,1.0,
1057,New Customer 1057,Hyderabad,9319485925,newcustomer1057@example.com,New Company,1995-01-01,2026-01-03,Male,38528.0,33841,15990.0,16222.0
563,Фока Эдгарович Щербаков,"к. Витим, пр. Сельский, д. 4 к. 270, 368507 - Updated",8 (841) 124-5731,litkinamaja@yandex.ru,"к. Абинск, наб. Маркса, д. 166, 515496 - New",1971-03-21,2018-10-04,M,,82046,,
575,Людмила Викторовна Дроздова,"с. Билибино, наб. Ульянова, д. 16 стр. 9/1, 624055 - Updated",8 (594) 313-76-35,zhanna_91@mail.ru,"д. Вытегра, пр. Ярославский, д. 1 к. 51, 554428 - New",1962-02-18,2016-03-21,F,160424.0,78780,1.0,
484,Гурий Еремеевич Пестов,"к. Глазов, наб. Алтайская, д. 9, 807395 - Updated",+7 (242) 490-2917,akim_2010@yandex.ru,"к. Челябинск, ул. Московская, д. 91, 577980 - New",1987-11-07,2018-09-16,M,303416.3,91206,1.0,
1053,New Customer 1053,Hyderabad,9197718166,newcustomer1053@example.com,New Company,1995-01-01,2026-01-03,Female,39227.0,26764,83491.0,13167.0
1058,New Customer 1058,Hyderabad,9693480370,newcustomer1058@example.com,New Company,1995-01-01,2026-01-03,Male,50757.0,17258,52787.0,33915.0
1081,New Customer 1081,Hyderabad,9671347978,newcustomer1081@example.com,New Company,1995-01-01,2026-01-03,Male,51066.0,44709,14985.0,45619.0
1088,New Customer 1088,Hyderabad,9262631796,newcustomer1088@example.com,New Company,1995-01-01,2026-01-03,Male,66471.0,47058,56439.0,33251.0
654,г-н Дементьев Кир Фадеевич,"д. Токсово, ул. Грибоедова, д. 87, 850173 - Updated",+7 (785) 917-9149,baranovapelageja@mail.ru,"г. Кулунда, наб. Пригородная, д. 3, 299168 - New",2000-09-18,2014-01-26,M,205563.6,80032,1.0,
242,Афанасьев Самуил Абрамович,"к. Ульяновск, бул. Семашко, д. 91, 951742 - Updated",+7 681 690 90 69,kulikovgostomisl@mail.ru,"п. Владивосток, алл. Пирогова, д. 84 стр. 6/4, 855419 - New",1999-09-19,2014-05-19,M,,60995,,1.0
1069,New Customer 1069,Hyderabad,9312809895,newcustomer1069@example.com,New Company,1995-01-01,2026-01-03,Male,80078.0,14365,92887.0,9575.0
1092,New Customer 1092,Hyderabad,9368918163,newcustomer1092@example.com,New Company,1995-01-01,2026-01-03,Male,64941.0,48504,84539.0,38256.0
1093,New Customer 1093,Hyderabad,9491587353,newcustomer1093@example.com,New Company,1995-01-01,2026-01-03,Female,31740.0,44699,38619.0,11054.0
641,Александрова Агафья Игоревна,"с. Холмогоры, пр. Никитина, д. 97 стр. 835, 481060 - Updated",8 (777) 914-7473,titsuhanov@rambler.ru,"с. Красноярск, пер. Полевой, д. 2/5 стр. 13, 338060 - New",1964-05-26,2016-04-04,F,,71434,,1.0
113,Хохлов Герман Давидович,"с. Ардон, ул. Окружная, д. 85 стр. 28, 844291 - Updated",8 (097) 901-13-05,kononvlasov@yandex.ru,"клх Усть-Баргузин, ул. Волочаевская, д. 4 к. 130, 362349 - New",1964-07-06,2014-04-01,M,291449.4,80088,1.0,
1086,New Customer 1086,Hyderabad,9992244519,newcustomer1086@example.com,New Company,1995-01-01,2026-01-03,Male,51961.0,14755,48633.0,31071.0
1095,New Customer 1095,Hyderabad,9993138006,newcustomer1095@example.com,New Company,1995-01-01,2026-01-03,Female,68863.0,28155,55407.0,29123.0
694,Руслан Трофимович Носков,"п. Лазаревское, бул. Леваневского, д. 8, 852551 - Updated",8 (511) 197-1171,david28@yandex.ru,"клх Усть-Илимск, ул. Ломоносова, д. 34, 767588 - New",1980-03-19,2016-02-21,M,,65538,,
926,Борислав Юльевич Ершов,"п. Тутончаны, ул. Космодемьянской, д. 83 к. 2/8, 835417 - Updated",8 (751) 118-9619,ferapontbikov@hotmail.com,"г. Каменск-Шахтинский, наб. Индустриальная, д. 7 стр. 2/7, 297911 - New",1991-03-17,2014-11-18,M,139932.1,77265,1.0,
165,Эмилия Робертовна Гаврилова,"клх Озеры, пр. Пролетарский, д. 97, 115103 - Updated",8 288 891 2998,nikitagalkin@mail.ru,"клх Луга, ш. Менделеева, д. 705 к. 7, 867872 - New",1981-10-10,2019-10-21,F,,59101,,
1054,New Customer 1054,Hyderabad,9699389994,newcustomer1054@example.com,New Company,1995-01-01,2026-01-03,Male,31257.0,10260,96322.0,45010.0
440,Тимофеев Назар Авдеевич,"ст. Нижневартовск, ул. Театральная, д. 8, 892421 - Updated",82152879900,eleonora26@gmail.com,"п. Белый Яр (Томск.), ш. Гаражное, д. 45, 898032 - New",1968-01-29,2016-11-20,M,,100115,,
1052,New Customer 1052,Hyderabad,9384122951,newcustomer1052@example.com,New Company,1995-01-01,2026-01-03,Male,49550.0,39953,85677.0,27188.0
554,Никонов Лев Жанович,"г. Усть-Ордынский, ул. Шмидта, д. 5, 322646 - Updated",87855576705,kfedoseev@hotmail.com,"д. Усть-Кут, наб. Запрудная, д. 870 стр. 525, 072144 - New",1987-04-11,2016-06-27,M,127934.4,95784,1.0,
706,г-жа Дмитриева Варвара Ниловна,"клх Орск, алл. Минина, д. 2/4 к. 3, 678612 - Updated",+7 (689) 526-6603,bojangordeev@mail.ru,"к. Саранск, пер. Бабушкина, д. 513 к. 429, 563511 - New",1987-01-07,2012-12-31,F,318569.9,106849,1.0,
450,Федосеева Ульяна Оскаровна,"с. Арсеньев, ш. Гагарина, д. 78 стр. 46, 081274 - Updated",8 (802) 647-72-72,evgenija95@yahoo.com,"д. Камышлов, пер. Советский, д. 70 стр. 3, 828553 - New",1964-01-27,2015-05-14,F,,88488,,
1094,New Customer 1094,Hyderabad,9972435977,newcustomer1094@example.com,New Company,1995-01-01,2026-01-03,Male,71785.0,20963,98598.0,42172.0
831,Святослав Аверьянович Горбачев,"клх Ряжск, пер. Хуторской, д. 9/9 стр. 309, 118655 - Updated",8 (277) 776-7753,solomonarhipov@hotmail.com,"к. Гудермес, пер. Лазо, д. 3, 711806 - New",1991-10-23,2014-07-09,M,240999.0,107514,1.0,1.0
1084,New Customer 1084,Hyderabad,9563551415,newcustomer1084@example.com,New Company,1995-01-01,2026-01-03,Female,65586.0,21594,84789.0,19431.0
1061,New Customer 1061,Hyderabad,9944885117,newcustomer1061@example.com,New Company,1995-01-01,2026-01-03,Female,78598.0,42174,23155.0,23731.0
198,Ангелина Леоновна Костина,"ст. Сосновый Бор, наб. Макаренко, д. 3, 644644 - Updated",+7 (638) 120-9083,ljubosmisl_2002@gmail.com,"с. Нурлат, ул. Прибрежная, д. 7 к. 867, 296085 - New",1974-08-29,2014-12-17,F,,76316,,
1056,New Customer 1056,Hyderabad,9206986826,newcustomer1056@example.com,New Company,1995-01-01,2026-01-03,Male,97851.0,16638,89346.0,15263.0
1059,New Customer 1059,Hyderabad,9757266027,newcustomer1059@example.com,New Company,1995-01-01,2026-01-03,Female,65443.0,47320,63499.0,30705.0
1076,New Customer 1076,Hyderabad,9514030538,newcustomer1076@example.com,New Company,1995-01-01,2026-01-03,Male,69709.0,23369,51009.0,36022.0
1074,New Customer 1074,Hyderabad,9433830054,newcustomer1074@example.com,New Company,1995-01-01,2026-01-03,Male,60368.0,28520,61967.0,23184.0
178,Гурьев Владлен Давидович,"п. Нижнекамск, наб. Троицкая, д. 66 стр. 393, 912663 - Updated",8 (912) 166-9358,kgrigorev@hotmail.com,"клх Камышлов, бул. Шевченко, д. 59 к. 1, 604729 - New",1995-05-06,2014-04-22,M,,63275,,
326,Гусев Лонгин Фомич,"п. Кущевская, бул. Щербакова, д. 277 к. 1, 983527 - Updated",+7 922 320 0558,kopilovljubim@yandex.ru,"д. Нижнекамск, пер. Угловой, д. 6/8, 264176 - New",1972-01-06,2013-02-10,M,296226.7,107793,1.0,1.0
1099,New Customer 1099,Hyderabad,9773747216,newcustomer1099@example.com,New Company,1995-01-01,2026-01-03,Male,37412.0,19466,86601.0,43590.0
1078,New Customer 1078,Hyderabad,9966890681,newcustomer1078@example.com,New Company,1995-01-01,2026-01-03,Female,35660.0,40605,58625.0,42670.0
690,Назар Фокич Фокин,"д. Мостовской, пр. Промышленный, д. 71 стр. 566, 293822 - Updated",+7 (626) 576-4060,agap1987@rambler.ru,"с. Новороссийка, ш. Краснодарское, д. 64 к. 171, 769117 - New",1983-05-28,2015-07-02,M,187360.8,87412,1.0,1.0
1096,New Customer 1096,Hyderabad,9236385948,newcustomer1096@example.com,New Company,1995-01-01,2026-01-03,Male,40374.0,31240,76241.0,19538.0
631,Харитонов Адам Феоктистович,"г. Мытищи, алл. Юности, д. 6/4 стр. 9, 077963 - Updated",81768583438,svjatopolk_71@hotmail.com,"п. Сунтар, ул. Строительная, д. 2, 064461 - New",1986-12-19,2016-02-28,M,259542.8,72430,1.0,
676,Евпраксия Святославовна Филатова,"г. Уэлен, ул. Совхозная, д. 7/2 к. 987, 903693 - Updated",8 419 363 53 73,zikovvjacheslav@yahoo.com,"клх Аша, ул. Сиреневая, д. 71 к. 1, 345341 - New",1990-11-26,2014-07-23,F,,77364,,
267,Ратибор Артёмович Некрасов,"г. Тамбей, ш. Большевистское, д. 5, 329916 - Updated",+7 760 118 41 54,kuprijan_13@hotmail.com,"к. Сузун, ш. Звездное, д. 618, 909384 - New",1980-02-04,2019-12-13,M,,74420,,1.0
1083,New Customer 1083,Hyderabad,9659673989,newcustomer1083@example.com,New Company,1995-01-01,2026-01-03,Female,64200.0,34124,25717.0,49080.0
