id,fullname,address,phone_number,email,workplace,birthdate,registration_date,gender,income,expenses,credit,deposit
1016,New Customer 1016,Hyderabad,9855773405,newcustomer1016@example.com,New Company,1995-01-01,2026-01-02,Female,60772.0,14245,21481.0,18263.0
735,Самсон Феоктистович Сафонов,"к. Зеленогорск (Ленин.), ул. Розы Люксембург, д. 57 стр. 9, 831694 - Updated",8 703 822 82 64,janvishnjakov@mail.ru,"ст. Глазов, алл. Буденного, д. 63, 309605 - New",1994-09-18,2014-09-17,M,200501.4,87735,1.0,1.0
1040,New Customer 1040,Hyderabad,9161128001,newcustomer1040@example.com,New Company,1995-01-01,2026-01-02,Female,99486.0,48387,66587.0,29525.0
1005,New Customer 1005,Hyderabad,9727631225,newcustomer1005@example.com,New Company,1995-01-01,2026-01-02,Female,79361.0,41355,80087.0,31444.0
893,Валерия Аркадьевна Карпова,"п. Дно, алл. Молодежная, д. 9/4 стр. 53, 398147 - Updated",+7 092 356 16 60,beljakovhariton@gmail.com,"ст. Белореченск, пр. Прохладный, д. 21, 558755 - New",1989-02-21,2013-07-03,F,,82104,,1.0
1018,New Customer 1018,Hyderabad,9550316723,newcustomer1018@example.com,New Company,1995-01-01,2026-01-02,Male,75810.0,40862,73362.0,11817.0
1003,New Customer 1003,Hyderabad,9489713711,newcustomer1003@example.com,New Company,1995-01-01,2026-01-02,Male,76539.0,32281,97225.0,9653.0
125,Авдей Борисович Кудрявцев,"д. Невинномысск, ш. Щербакова, д. 71 к. 9, 116719 - Updated",8 (748) 528-6559,ruslan1989@gmail.com,"ст. Барнаул, бул. Торговый, д. 4 стр. 458, 200041 - New",1998-11-09,2012-05-18,M,,79868,,
1041,New Customer 1041,Hyderabad,9973628220,newcustomer1041@example.com,New Company,1995-01-01,2026-01-02,Male,89738.0,13505,17599.0,28430.0
1015,New Customer 1015,Hyderabad,9215302269,newcustomer1015@example.com,New Company,1995-01-01,2026-01-02,Male,38017.0,10908,91234.0,31591.0
960,Кузьмин Виталий Вилорович,"ст. Городовиковск, ш. Поперечное, д. 8 стр. 22, 641828 - Updated",+71216373120,kalashnikovaanzhela@hotmail.com,"д. Петропавловск-Камчатский, бул. Короткий, д. 9 к. 65, 046260 - New",1985-05-10,2017-07-25,M,,64389,,
1027,New Customer 1027,Hyderabad,9505413597,newcustomer1027@example.com,New Company,1995-01-01,2026-01-02,Male,68750.0,16092,87095.0,26899.0
924,Архипов Мефодий Якубович,"с. Солнечногорск, наб. Есенина, д. 36 к. 52, 823835 - Updated",8 690 691 9516,nikolaevegor@mail.ru,"г. Лотошино, наб. Бабушкина, д. 2/6 к. 7, 248785 - New",1990-09-16,2018-01-17,M,,64472,,
1045,New Customer 1045,Hyderabad,9800545146,newcustomer1045@example.com,New Company,1995-01-01,2026-01-02,Male,34081.0,48475,13745.0,5972.0
874,Артем Елисеевич Блохин,"п. Всеволожск, алл. 50 лет Победы, д. 3 к. 8/1, 336033 - Updated",8 (654) 424-3119,ffilippov@mail.ru,"с. Шатки, бул. Слободской, д. 49 к. 138, 012530 - New",1989-01-11,2018-05-02,M,,64000,,1.0
270,Олимпий Евстигнеевич Силин,"ст. Уссурийск, ул. Березовая, д. 1/1, 121784 - Updated",8 (404) 064-3404,afinogen57@rambler.ru,"к. Сунтар, бул. Азина, д. 95, 596290 - New",1965-10-09,2017-04-22,M,,98684,,
171,Зинаида Болеславовна Мухина,"п. Кисловодск, пр. Дружбы, д. 1, 119457 - Updated",89436223431,alla1982@gmail.com,"п. Можга, пер. Тракторный, д. 6/1 к. 96, 388025 - New",1974-11-19,2017-12-20,F,162550.3,76193,1.0,1.0
1020,New Customer 1020,Hyderabad,9264294672,newcustomer1020@example.com,New Company,1995-01-01,2026-01-02,Female,89855.0,37870,74945.0,23816.0
492,Рубен Владленович Зуев,"г. Киров (Вятка), наб. Техническая, д. 2 к. 7/1, 776548 - Updated",8 409 390 9181,zinovi1991@mail.ru,"с. Луховицы, ул. Центральная, д. 8/6 к. 498, 177709 - New",1984-11-12,2013-06-26,M,,68540,,1.0
930,Радим Владиславович Лукин,"п. Северодвинск, ш. Ольховое, д. 6/2 стр. 923, 685542 - Updated",+7 599 154 95 07,oktjabrina1984@mail.ru,"д. Белокуриха, пер. Ермака, д. 264, 645011 - New",1966-06-06,2018-12-07,M,,76457,,
1037,New Customer 1037,Hyderabad,9248706171,newcustomer1037@example.com,New Company,1995-01-01,2026-01-02,Female,45020.0,35211,62568.0,17013.0
1042,New Customer 1042,Hyderabad,9501118737,newcustomer1042@example.com,New Company,1995-01-01,2026-01-02,Male,32428.0,23703,78173.0,43240.0
1014,New Customer 1014,Hyderabad,9561903915,newcustomer1014@example.com,New Company,1995-01-01,2026-01-02,Male,47183.0,23371,50232.0,32560.0
1030,New Customer 1030,Hyderabad,9599126307,newcustomer1030@example.com,New Company,1995-01-01,2026-01-02,Female,85643.0,29825,54348.0,24852.0
750,Гаврилова Агата Юльевна,"ст. Сухиничи, наб. Станционная, д. 5/3 стр. 8/3, 930958 - Updated",82843954711,medvedevluka@yandex.ru,"п. Руза, пер. Леонова, д. 5 к. 5, 151051 - New",1960-06-17,2012-08-01,F,,110256,,
1033,New Customer 1033,Hyderabad,9872462163,newcustomer1033@example.com,New Company,1995-01-01,2026-01-02,Male,32157.0,25240,48888.0,30727.0
1038,New Customer 1038,Hyderabad,9782278965,newcustomer1038@example.com,New Company,1995-01-01,2026-01-02,Female,49358.0,34287,18522.0,47919.0
1011,New Customer 1011,Hyderabad,9785025730,newcustomer1011@example.com,New Company,1995-01-01,2026-01-02,Male,69811.0,42560,34501.0,31147.0
1004,New Customer 1004,Hyderabad,9872738126,newcustomer1004@example.com,New Company,1995-01-01,2026-01-02,Female,63009.0,30200,33717.0,12883.0
1044,New Customer 1044,Hyderabad,9710127109,newcustomer1044@example.com,New Company,1995-01-01,2026-01-02,Female,87517.0,23557,80819.0,17805.0
906,Евгения Валериевна Потапова,"к. Октябрьское (Челяб.), наб. Заводская, д. 968, 164182 - Updated",+7 715 847 8021,omironov@rambler.ru,"клх Владимир, пр. Отрадный, д. 98, 782173 - New",2002-07-08,2019-10-03,F,,100208,,
1026,New Customer 1026,Hyderabad,9499072778,newcustomer1026@example.com,New Company,1995-01-01,2026-01-02,Female,69576.0,47522,51688.0,17413.0
49,Евсеева Прасковья Афанасьевна,"с. Смоленск, алл. Ленская, д. 5/3 к. 9, 656216 - Updated",+7 973 541 17 71,ksenija_56@yahoo.com,"к. Мезень, наб. Казачья, д. 751 к. 1, 850133 - New",1976-06-12,2019-08-22,F,,71112,,
772,Агата Григорьевна Шилова,"с. Усть-Ордынский, ул. Сахалинская, д. 1/7 стр. 7, 269148 - Updated",8 745 131 11 83,rogovaregina@rambler.ru,"с. Москва, пр. Мелиоративный, д. 3/2, 683731 - New",1999-04-28,2016-04-07,F,,71829,,1.0
654,г-н Дементьев Кир Фадеевич,"д. Токсово, ул. Грибоедова, д. 87, 850173 - Updated",+7 (785) 917-9149,baranovapelageja@mail.ru,"г. Кулунда, наб. Пригородная, д. 3, 299168 - New",2000-09-18,2014-01-26,M,205563.6,80032,1.0,
89,Алевтина Ивановна Филиппова,"д. Кемерово, ш. Юности, д. 734 к. 6, 867605 - Updated",8 746 047 26 59,valerjanvorontsov@rambler.ru,"г. Ковров, пр. Восточный, д. 8/7, 732185 - New",1992-09-16,2019-09-30,F,,78318,,1.0
556,Светозар Владиленович Исаков,"г. Мончегорск, ул. Дорожников, д. 13, 119919 - Updated",8 923 744 01 59,gerasimovavde@mail.ru,"д. Абакан, ул. Флотская, д. 22 к. 3, 752401 - New",1998-12-23,2012-05-18,M,138239.2,82708,1.0,1.0
150,Ираида Георгиевна Щербакова,"ст. Сергиев Посад, наб. Леваневского, д. 93 стр. 2/2, 690652 - Updated",8 (593) 246-58-21,cvladimirov@yahoo.com,"г. Билибино, бул. Надежды, д. 92, 678478 - New",1991-12-27,2015-04-28,F,,81137,,1.0
489,Степанова Ирина Никифоровна,"к. Алапаевск, ул. Кутузова, д. 24, 836528 - Updated",8 (016) 168-53-29,elizaveta09@yahoo.com,"п. Диксон, пр. Докучаева, д. 662 стр. 5, 180887 - New",1971-10-27,2013-02-19,F,,92226,,
1012,New Customer 1012,Hyderabad,9745729548,newcustomer1012@example.com,New Company,1995-01-01,2026-01-02,Female,32608.0,22848,17132.0,25116.0
97,Зоя Вениаминовна Николаева,"клх Оренбург, бул. Томский, д. 16, 858096 - Updated",+79766067787,mili_1973@rambler.ru,"клх Ачинск, пер. Кузнецова, д. 90 стр. 5, 066721 - New",1965-11-05,2012-01-11,F,,82626,,
1013,New Customer 1013,Hyderabad,9807457873,newcustomer1013@example.com,New Company,1995-01-01,2026-01-02,Male,39785.0,16678,18675.0,20609.0
728,Лукин Наум Валентинович,"с. Набережные Челны, бул. Стахановский, д. 92 стр. 3, 793367 - Updated",86960471178,afanasiivanov@yahoo.com,"д. Красногорск (Моск.), ул. Новгородская, д. 6/5 стр. 52, 586445 - New",1986-03-07,2014-11-16,M,147304.3,76311,1.0,
1049,New Customer 1049,Hyderabad,9520048902,newcustomer1049@example.com,New Company,1995-01-01,2026-01-02,Male,50551.0,37988,39687.0,45327.0
1048,New Customer 1048,Hyderabad,9427515427,newcustomer1048@example.com,New Company,1995-01-01,2026-01-02,Female,94235.0,29802,26940.0,5446.0
1024,New Customer 1024,Hyderabad,9462172927,newcustomer1024@example.com,New Company,1995-01-01,2026-01-02,Female,70222.0,46024,59221.0,7923.0
1006,New Customer 1006,Hyderabad,9281322581,newcustomer1006@example.com,New Company,1995-01-01,2026-01-02,Female,49398.0,49844,33502.0,40706.0
769,Никифор Димитриевич Зуев,"ст. Гусь-Хрустальный, алл. Добролюбова, д. 124, 328660 - Updated",+7 (595) 984-0545,davidovlavrenti@yahoo.com,"д. Углегорск, пр. Отрадный, д. 4/2, 338540 - New",1973-12-14,2016-10-22,M,,82872,,1.0
1008,New Customer 1008,Hyderabad,9573831080,newcustomer1008@example.com,New Company,1995-01-01,2026-01-02,Male,68895.0,26367,81010.0,18499.0
727,г-жа Цветкова Эмилия Руслановна,"г. Аша, бул. Макарова, д. 2 стр. 8/2, 747172 - Updated",+7 (763) 917-8320,kudrjashovarhip@yahoo.com,"п. Калач-на-Дону, пер. Дорожный, д. 12 стр. 806, 092339 - New",1968-04-09,2017-04-24,F,,87246,,
315,Уварова Галина Аркадьевна,"п. Северо-Курильск, пер. Томский, д. 417 стр. 133, 461878 - Updated",89040773451,ziminaalla@hotmail.com,"к. Дно, наб. Семашко, д. 11 к. 67, 245492 - New",1998-07-31,2013-09-14,F,,69449,,1.0
938,Сысоев Фотий Марсович,"г. Владикавказ, наб. Макаренко, д. 5 к. 40, 687833 - Updated",+70740406449,markovaksenija@gmail.com,"к. Ульяновск, наб. Леонова, д. 3, 466858 - New",1971-02-21,2019-05-03,M,,84821,,1.0
667,Бобылев Любосмысл Вилорович,"п. Воронеж, бул. Снежный, д. 399 стр. 8/2, 917450 - Updated",84205609575,mechislav_1983@yandex.ru,"с. Кабанск, алл. Фрунзе, д. 7 к. 2, 752438 - New",1978-04-01,2019-04-17,M,,64147,,1.0
711,Рыбаков Любим Тарасович,"к. Чехов, алл. Новгородская, д. 837 к. 93, 441944 - Updated",8 (664) 107-32-44,ignatovpolikarp@hotmail.com,"п. Эльбрус, наб. Островского, д. 7/7, 626710 - New",1993-11-27,2014-10-15,M,187045.1,105375,1.0,
243,Чернова Валерия Валентиновна,"д. Урюпинск, ш. Логовое, д. 7 к. 90, 740320 - Updated",8 (983) 030-32-65,poljakovakira@yandex.ru,"с. Хатанга, пр. Октября, д. 21 стр. 7/8, 570452 - New",1986-06-19,2012-12-28,F,,68179,,1.0
575,Людмила Викторовна Дроздова,"с. Билибино, наб. Ульянова, д. 16 стр. 9/1, 624055 - Updated",8 (594) 313-76-35,zhanna_91@mail.ru,"д. Вытегра, пр. Ярославский, д. 1 к. 51, 554428 - New",1962-02-18,2016-03-21,F,160424.0,78780,1.0,
1034,New Customer 1034,Hyderabad,9844868053,newcustomer1034@example.com,New Company,1995-01-01,2026-01-02,Female,54324.0,19550,37780.0,29401.0
1007,New Customer 1007,Hyderabad,9184759612,newcustomer1007@example.com,New Company,1995-01-01,2026-01-02,Female,84651.0,36572,74520.0,12676.0
1046,New Customer 1046,Hyderabad,9783909496,newcustomer1046@example.com,New Company,1995-01-01,2026-01-02,Female,89896.0,24650,26151.0,21365.0
1002,New Customer 1002,Hyderabad,9494990595,newcustomer1002@example.com,New Company,1995-01-01,2026-01-02,Female,84625.0,15051,78780.0,35496.0
389,Артем Васильевич Пономарев,"п. Курумкан, пр. Тургенева, д. 55 стр. 6/1, 934483 - Updated",+75820146009,terentevavasilisa@mail.ru,"с. Южноуральск, алл. Молодежная, д. 8, 215716 - New",1995-11-15,2015-02-27,M,152940.7,95096,1.0,
1001,New Customer 1001,Hyderabad,9796560442,newcustomer1001@example.com,New Company,1995-01-01,2026-01-02,Male,85084.0,36476,33928.0,11503.0
